Obs,Picture,Mean,Min,Max,Length.cm,Taxa,Enc,SampleSplit
5,DSC_0026.JPG,56.357,33.16,158.829,0.246,Eph.Heptageniidae,B06,1
6,DSC_0026.JPG,61.368,39.047,163.897,0.202,Eph.Heptageniidae,B06,1
7,DSC_0026.JPG,56.69,33.52,90.524,0.258,Eph.Heptageniidae,B06,1
8,DSC_0026.JPG,66.399,56.116,118,0.132,Eph.Heptageniidae,B06,1
9,DSC_0026.JPG,67.84,29.077,137.733,0.306,Eph.Heptageniidae,B06,1
10,DSC_0026.JPG,51.158,27.791,174.133,0.225,Eph.Heptageniidae,B06,1
11,DSC_0026.JPG,44.481,15.997,90.136,0.322,Eph.Heptageniidae,B06,1
12,DSC_0026.JPG,51.546,25.347,128.676,0.289,Eph.Heptageniidae,B06,1
13,DSC_0026.JPG,77.801,21.901,119.08,0.388,Eph.Heptageniidae,B06,1
14,DSC_0026.JPG,88.638,29.976,135,0.3,Eph.Heptageniidae,B06,1
1,DSC_0026.JPG,94.758,38.56,159.529,0.519,Dip.ChironomidaeL,B06,1
2,DSC_0026.JPG,83.266,32.21,155.126,0.462,Dip.ChironomidaeL,B06,1
3,DSC_0026.JPG,129.035,109.067,140.722,0.138,Dip.ChironomidaeL,B06,1
4,DSC_0026.JPG,103.367,58.561,143.406,0.3,Dip.ChironomidaeL,B06,1
5,DSC_0026.JPG,110.252,68.706,177.714,0.537,Dip.ChironomidaeL,B06,1
6,DSC_0026.JPG,91.751,69.137,171.524,0.495,Dip.ChironomidaeL,B06,1
7,DSC_0026.JPG,86.75,39.514,120.439,0.423,Dip.ChironomidaeL,B06,1
8,DSC_0026.JPG,92.82,48.451,138.311,0.363,Dip.ChironomidaeL,B06,1
9,DSC_0026.JPG,72.672,42.708,141.58,0.229,Dip.ChironomidaeL,B06,1
10,DSC_0026.JPG,89.071,62.106,142.483,0.49,Dip.ChironomidaeL,B06,1
11,DSC_0026.JPG,100.379,51.718,172.166,0.231,Dip.ChironomidaeL,B06,1
12,DSC_0026.JPG,89.475,49.418,172.648,0.59,Dip.ChironomidaeL,B06,1
13,DSC_0026.JPG,71.705,50.969,100.013,0.452,Dip.ChironomidaeL,B06,1
14,DSC_0026.JPG,38.694,21.018,92.775,0.876,Hirudinea.leach,B06,1
1,DSC_0028.JPG,35.328,16.974,220.572,1.038,Od.Damselflies,B06,2
2,DSC_0028.JPG,34.929,13.524,253.296,0.778,Od.Damselflies,B06,2
3,DSC_0028.JPG,62.765,41.144,97,0.39,Od.Damselflies,B06,2
4,DSC_0028.JPG,32.845,18.418,54.777,0.386,Eph.Heptageniidae,B06,2
5,DSC_0028.JPG,44.414,20.333,117,0.357,Eph.Heptageniidae,B06,2
6,DSC_0028.JPG,44.591,16.722,109,0.271,Eph.Heptageniidae,B06,2
7,DSC_0028.JPG,48.702,34.333,90.354,0.206,Eph.Heptageniidae,B06,2
8,DSC_0028.JPG,37.339,16.593,93.333,0.606,Eph.Heptageniidae,B06,2
9,DSC_0028.JPG,49.532,20.601,109.95,0.323,Eph.Heptageniidae,B06,2
10,DSC_0028.JPG,78.158,49.044,114.546,0.163,Eph.Heptageniidae,B06,2
11,DSC_0028.JPG,65.423,46.958,115.333,0.18,Eph.Heptageniidae,B06,2
12,DSC_0028.JPG,56.96,21.182,126.667,0.223,Eph.Heptageniidae,B06,2
13,DSC_0028.JPG,39.19,18.991,125.534,0.455,Eph.Heptageniidae,B06,2
14,DSC_0028.JPG,66.193,27.245,145.191,0.199,Eph.Heptageniidae,B06,2
15,DSC_0028.JPG,71.349,36.455,116,0.184,Eph.Heptageniidae,B06,2
1,DSC_0028.JPG,101.017,58.631,191.773,0.206,Dip.ChironomidaeL,B06,2
2,DSC_0028.JPG,64.254,46.899,97.342,0.422,Dip.ChironomidaeL,B06,2
3,DSC_0028.JPG,79.672,56.748,139.131,0.133,Dip.ChironomidaeL,B06,2
4,DSC_0028.JPG,70.875,45.258,98.165,0.388,Dip.ChironomidaeL,B06,2
5,DSC_0028.JPG,88.053,37.31,197.397,0.37,Dip.ChironomidaeL,B06,2
6,DSC_0028.JPG,85.863,57.744,135.333,0.272,Dip.ChironomidaeL,B06,2
7,DSC_0028.JPG,97.848,65.474,139.049,0.257,Dip.ChironomidaeL,B06,2
8,DSC_0028.JPG,76.734,50.268,125.207,0.191,Dip.ChironomidaeL,B06,2
1,DSC_0028.JPG,43.944,27.751,89.929,0.62,Col.ElmL,B06,2
2,DSC_0028.JPG,26.6,15.75,58.572,0.5,Col.ElmL,B06,2
3,DSC_0028.JPG,68.711,43.363,135.849,0.502,Col.ElmL,B06,2
4,DSC_0028.JPG,19.473,11,67.093,0.253,Col.ElmA,B06,2
5,DSC_0028.JPG,67.291,27.988,115.668,0.337,Dip.ChironomidaeP,B06,2
6,DSC_0028.JPG,46.328,21.333,102.788,0.194,Dip.ChironomidaeP,B06,2
1,DSC_0028.JPG,77.121,37.027,122.435,0.326,Tri.Polycentropidae,B06,2
2,DSC_0028.JPG,102.163,61,169.02,0.496,Tri.Polycentropidae,B06,2
3,DSC_0028.JPG,80.422,46.333,127.643,0.435,Tri.Polycentropidae,B06,2
4,DSC_0028.JPG,70.737,51.319,119.333,0.157,Eph.Heptageniidae,B06,2
5,DSC_0028.JPG,92.174,72,118.432,0.075,Eph.Heptageniidae,B06,2
1,DSC_0030.JPG,64.93,48,110.667,0.105,Eph.Heptageniidae,B06,3
2,DSC_0030.JPG,49.895,23.189,90.964,0.156,Eph.Heptageniidae,B06,3
3,DSC_0030.JPG,45.512,20.105,82.14,0.38,Eph.Heptageniidae,B06,3
4,DSC_0030.JPG,58.195,29.843,81.998,0.246,Eph.Heptageniidae,B06,3
5,DSC_0030.JPG,43.448,21.286,91.375,0.795,Eph.Heptageniidae,B06,3
6,DSC_0030.JPG,64.889,36.395,138.667,0.43,Eph.Heptageniidae,B06,3
7,DSC_0030.JPG,85.855,33.677,130.185,0.179,Eph.Heptageniidae,B06,3
8,DSC_0030.JPG,36.439,19.936,79.341,0.5,Eph.Heptageniidae,B06,3
9,DSC_0030.JPG,38.432,22.791,95.667,0.3,Eph.Heptageniidae,B06,3
10,DSC_0030.JPG,50.349,32.988,77.749,0.199,Eph.Heptageniidae,B06,3
11,DSC_0030.JPG,61.433,30.578,97.153,0.385,Eph.Heptageniidae,B06,3
12,DSC_0030.JPG,69.096,37.515,138.466,0.191,Eph.Heptageniidae,B06,3
13,DSC_0030.JPG,80.495,21.202,153.983,0.363,Eph.Heptageniidae,B06,3
14,DSC_0030.JPG,61.461,37.443,132.59,0.359,Eph.Heptageniidae,B06,3
15,DSC_0030.JPG,62.11,33.861,140.41,0.292,Eph.Heptageniidae,B06,3
16,DSC_0030.JPG,61.039,19.11,123.029,0.294,Eph.Heptageniidae,B06,3
17,DSC_0030.JPG,55.486,20.73,254.028,0.739,Eph.Heptageniidae,B06,3
18,DSC_0030.JPG,64.018,33.67,163.82,0.377,Eph.HeptB,B06,3
19,DSC_0030.JPG,70.846,49.422,130.547,0.153,Eph.HeptB,B06,3
20,DSC_0030.JPG,59.606,17.835,174.816,1.478,Eph.Polymitarcyidae,B06,3
1,DSC_0030.JPG,106.137,65.448,254.804,0.451,Dip.ChironomidaeL,B06,3
2,DSC_0030.JPG,69.306,30.066,146.94,0.565,Dip.ChironomidaeL,B06,3
3,DSC_0030.JPG,94.358,47.074,144.609,0.363,Dip.ChironomidaeL,B06,3
4,DSC_0030.JPG,116.491,93.987,136.021,0.153,Dip.ChironomidaeL,B06,3
5,DSC_0030.JPG,88.462,45.138,238.441,0.629,Dip.ChironomidaeL,B06,3
6,DSC_0030.JPG,80.227,60.927,140.912,0.713,Dip.ChironomidaeL,B06,3
7,DSC_0030.JPG,86.547,66.267,123.707,0.522,Dip.ChironomidaeL,B06,3
8,DSC_0030.JPG,90.911,56.262,137.367,0.513,Dip.ChironomidaeL,B06,3
9,DSC_0030.JPG,97.845,47.042,146.571,0.391,Dip.ChironomidaeL,B06,3
1,DSC_0030.JPG,106.615,62.796,251.72,0.336,Tri.Polycentropidae,B06,3
2,DSC_0030.JPG,92.582,39.099,164.291,0.806,Tri.Polycentropidae,B06,3
3,DSC_0030.JPG,88.992,62.51,123.723,0.263,Tri.Polycentropidae,B06,3
4,DSC_0030.JPG,20.428,9.743,72.649,0.253,Col.ElmA,B06,3
5,DSC_0030.JPG,41.195,15.801,238.303,0.356,Col.Psephenidae,B06,3
6,DSC_0030.JPG,45.922,24.101,66.333,0.551,Col.Psephenidae,B06,3
7,DSC_0030.JPG,45.049,24.252,90.966,0.318,Eph.Heptageniidae,B06,3
1,DSC_0030.JPG,54.382,19.652,167.552,0.209,FLAT WORMS,B06,3
1,DSC_0032.JPG,89.8,52.333,129.285,0.352,Dip.ChironomidaeL,B06,4
2,DSC_0032.JPG,69.828,52.62,83.361,0.577,Dip.ChironomidaeL,B06,4
3,DSC_0032.JPG,94.484,72.879,186.744,0.399,Dip.ChironomidaeL,B06,4
4,DSC_0032.JPG,74.659,51.619,145,0.44,Dip.ChironomidaeL,B06,4
5,DSC_0032.JPG,65.554,33.658,105.973,0.275,Dip.ChironomidaeL,B06,4
6,DSC_0032.JPG,95.886,61.739,124.465,0.307,Dip.ChironomidaeL,B06,4
7,DSC_0032.JPG,83.307,61.62,128.337,0.208,Dip.ChironomidaeL,B06,4
8,DSC_0032.JPG,95.731,59.003,131.01,0.188,Dip.ChironomidaeL,B06,4
1,DSC_0032.JPG,116.73,67.465,161.28,0.272,Tri.Polycentropidae,B06,4
2,DSC_0032.JPG,56.308,32.101,134.667,0.371,Tri.Polycentropidae,B06,4
3,DSC_0032.JPG,78.345,29.26,137.259,0.375,Col.ElmL,B06,4
4,DSC_0032.JPG,39.288,14.717,78.669,0.669,Col.Psephenidae,B06,4
5,DSC_0032.JPG,56.045,36.844,82.333,0.159,Tri.Helicophyche,B06,4
1,DSC_0032.JPG,55.606,27.688,95.537,0.24,Eph.Heptageniidae,B06,4
2,DSC_0032.JPG,53.678,27.092,96.2,0.236,Eph.Heptageniidae,B06,4
3,DSC_0032.JPG,60.285,32.129,144.92,0.397,Eph.Heptageniidae,B06,4
4,DSC_0032.JPG,41.281,24.538,149.028,0.759,Eph.Heptageniidae,B06,4
5,DSC_0032.JPG,44.167,28.333,109.333,0.513,Eph.Heptageniidae,B06,4
6,DSC_0032.JPG,74.594,52.407,141.079,0.082,Eph.Heptageniidae,B06,4
7,DSC_0032.JPG,50.22,23.667,65.744,0.261,Eph.Heptageniidae,B06,4
8,DSC_0032.JPG,52.045,18.333,100.23,0.48,Eph.Heptageniidae,B06,4
9,DSC_0032.JPG,59.136,27.333,102.768,0.275,Eph.Heptageniidae,B06,4
10,DSC_0032.JPG,54.873,29.209,84.345,0.315,Eph.Heptageniidae,B06,4
11,DSC_0032.JPG,71.06,39.333,129.622,0.195,Eph.Heptageniidae,B06,4
12,DSC_0032.JPG,43.311,21.029,73.55,0.3,Eph.Heptageniidae,B06,4
13,DSC_0032.JPG,73.421,35.378,137.667,0.106,Eph.Heptageniidae,B06,4
1,DSC_0034.JPG,85.59,19.363,250.519,0.644,Eph.Polymitarcyidae,A03,1
2,DSC_0034.JPG,66.225,26.409,99.728,0.221,Eph.Heptageniidae,A03,1
3,DSC_0034.JPG,51.07,34.538,109.08,0.101,Od.Damselflies,A03,1
4,DSC_0034.JPG,105.845,41.329,197.927,0.606,Dip.ChironomidaeL,A03,1
1,DSC_0036.JPG,41.945,24.123,77.678,0.562,Col.ElmL,A03,3
2,DSC_0036.JPG,73.737,36.084,101.336,0.234,Eph.Trcorythidae,A03,3
3,DSC_0036.JPG,63.521,19.305,181.172,0.718,Dip.ChironomidaeL,A03,3
4,DSC_0036.JPG,71.501,43.017,121.112,0.199,Dip.ChironomidaeL,A03,3
1,DSC_0039.JPG,81.954,43.627,144.295,0.548,Dip.ChironomidaeL,C10,1
2,DSC_0039.JPG,127.977,104.561,155.338,0.262,Dip.ChironomidaeL,C10,1
3,DSC_0039.JPG,103.548,63.561,140.646,0.203,Dip.ChironomidaeL,C10,1
4,DSC_0039.JPG,95.953,68.973,125.643,0.339,Dip.ChironomidaeL,C10,1
5,DSC_0039.JPG,69.706,48.46,124.727,0.516,Dip.ChironomidaeL,C10,1
6,DSC_0039.JPG,60.246,32.633,199.141,0.703,Dip.ChironomidaeL,C10,1
7,DSC_0039.JPG,127.571,107.439,144.08,0.197,Dip.ChironomidaeL,C10,1
8,DSC_0039.JPG,111.97,78.466,143.549,0.266,Dip.ChironomidaeL,C10,1
9,DSC_0039.JPG,62.32,38.044,113.849,0.169,Dip.ChironomidaeL,C10,1
10,DSC_0039.JPG,80.249,39.664,141.333,0.138,Dip.ChironomidaeL,C10,1
1,DSC_0039.JPG,57.135,16.333,111.717,0.274,Eph.Heptageniidae,C10,1
2,DSC_0039.JPG,49.995,20.668,176.239,0.226,Eph.Heptageniidae,C10,1
3,DSC_0039.JPG,86.08,50.222,113.745,0.144,Eph.Heptageniidae,C10,1
4,DSC_0039.JPG,50.017,21.575,95.667,0.35,Eph.Heptageniidae,C10,1
5,DSC_0039.JPG,129.695,75.039,254.279,0.156,Eph.Heptageniidae,C10,1
6,DSC_0039.JPG,67.643,32.89,182.288,0.25,Eph.Heptageniidae,C10,1
7,DSC_0039.JPG,71.217,26.454,131.777,0.165,Eph.Heptageniidae,C10,1
8,DSC_0039.JPG,67.092,38.073,138.333,0.327,Eph.Heptageniidae,C10,1
9,DSC_0039.JPG,79.433,31.188,121.952,0.219,Eph.Heptageniidae,C10,1
10,DSC_0039.JPG,90.278,47.263,152.061,0.183,Eph.Heptageniidae,C10,1
11,DSC_0039.JPG,66.358,41.022,92.368,0.201,Eph.Heptageniidae,C10,1
12,DSC_0039.JPG,49.533,30.913,71.015,0.22,Eph.Heptageniidae,C10,1
13,DSC_0039.JPG,69.224,29.334,131.366,0.277,Eph.Heptageniidae,C10,1
14,DSC_0039.JPG,48.631,36.68,64.246,0.096,Eph.Heptageniidae,C10,1
15,DSC_0039.JPG,65.658,21.368,145.454,0.205,Eph.Heptageniidae,C10,1
16,DSC_0039.JPG,57.929,23.424,97.432,0.354,Eph.Heptageniidae,C10,1
17,DSC_0039.JPG,48.612,30.53,75.944,0.293,Eph.Heptageniidae,C10,1
18,DSC_0039.JPG,60.63,38.619,138.412,0.211,Eph.Heptageniidae,C10,1
19,DSC_0039.JPG,79.913,45.522,98.994,0.201,Eph.Heptageniidae,C10,1
20,DSC_0039.JPG,53.778,29.207,97.618,0.386,Eph.Heptageniidae,C10,1
21,DSC_0039.JPG,58.118,43.373,78.372,0.18,Eph.Heptageniidae,C10,1
22,DSC_0039.JPG,51.025,25.807,105.385,0.463,Eph.Heptageniidae,C10,1
1,DSC_0039.JPG,50.799,31.674,113.62,0.21,Od.Damselflies,C10,1
2,DSC_0039.JPG,31.894,10.255,249.091,1.715,Od.Damselflies,C10,1
3,DSC_0039.JPG,65.623,15.333,254.756,1.398,Od.Damselflies,C10,1
4,DSC_0039.JPG,28.317,15.136,101.667,1.063,Od.Damselflies,C10,1
5,DSC_0039.JPG,54.355,39.719,93,0.373,Od.Damselflies,C10,1
6,DSC_0039.JPG,39.672,25.683,177.371,1.242,Eph.Polymitarcyidae,C10,1
7,DSC_0039.JPG,14.383,9,48,0.314,Col.ElmA,C10,1
1,DSC_0041.JPG,60.091,20.278,110,0.183,Eph.Heptageniidae,C10,2
2,DSC_0041.JPG,62.775,34.446,181.573,0.283,Eph.Heptageniidae,C10,2
3,DSC_0041.JPG,45.843,17.333,109.468,0.266,Eph.Heptageniidae,C10,2
4,DSC_0041.JPG,67.974,36.287,106.328,0.295,Eph.Heptageniidae,C10,2
5,DSC_0041.JPG,74.692,30.227,142.772,0.229,Eph.Heptageniidae,C10,2
6,DSC_0041.JPG,68.984,33.021,113.462,0.208,Eph.Heptageniidae,C10,2
7,DSC_0041.JPG,91.963,57.429,123.028,0.164,Eph.Heptageniidae,C10,2
8,DSC_0041.JPG,64.589,34.311,90.931,0.183,Eph.Heptageniidae,C10,2
9,DSC_0041.JPG,52.621,31.703,89.18,0.261,Eph.Heptageniidae,C10,2
10,DSC_0041.JPG,76.598,45.207,142.758,0.192,Eph.Heptageniidae,C10,2
11,DSC_0041.JPG,40.145,24.433,83.762,0.158,Eph.Heptageniidae,C10,2
12,DSC_0041.JPG,68.176,33.816,111.855,0.177,Eph.Heptageniidae,C10,2
13,DSC_0041.JPG,67.505,34.506,113.048,0.188,Eph.Heptageniidae,C10,2
14,DSC_0041.JPG,69.928,32.608,119.513,0.202,Eph.Heptageniidae,C10,2
15,DSC_0041.JPG,76.365,23.757,149.207,0.254,Eph.Heptageniidae,C10,2
16,DSC_0041.JPG,39.71,15.965,86.12,0.51,Eph.Heptageniidae,C10,2
17,DSC_0041.JPG,55.614,28.474,138,0.284,Eph.Heptageniidae,C10,2
18,DSC_0041.JPG,50.501,23.255,68.101,0.596,Eph.Heptageniidae,C10,2
19,DSC_0041.JPG,35.969,16.821,70.684,0.747,Eph.Heptageniidae,C10,2
20,DSC_0041.JPG,80.059,38.188,133.449,0.143,Eph.Heptageniidae,C10,2
21,DSC_0041.JPG,72.971,37.294,100.699,0.215,Eph.Heptageniidae,C10,2
22,DSC_0041.JPG,40.732,27.55,60.216,0.198,Eph.Heptageniidae,C10,2
23,DSC_0041.JPG,66.154,40.382,92.534,0.154,Eph.Heptageniidae,C10,2
1,DSC_0041.JPG,75.966,46,102.223,0.241,Od.Damselflies,C10,2
2,DSC_0041.JPG,35.358,8.139,247.921,1.164,Od.Damselflies,C10,2
3,DSC_0041.JPG,129.423,46.006,255,0.165,Od.Damselflies,C10,2
4,DSC_0041.JPG,73.143,51.844,108.667,0.333,Od.Damselflies,C10,2
5,DSC_0041.JPG,87.592,58.456,132.232,0.214,Eph.Trcorythidae,C10,2
6,DSC_0041.JPG,84.189,61.291,108,0.264,Eph.Polymitarcyidae,C10,2
7,DSC_0041.JPG,67.791,35.439,111.599,0.325,Eph.Polymitarcyidae,C10,2
1,DSC_0041.JPG,76.247,46.067,124.983,0.2,Eph.HeptB,C10,2
2,DSC_0041.JPG,95.294,52.045,170.559,0.225,Eph.HeptB,C10,2
3,DSC_0041.JPG,21.69,10.333,106.333,0.621,Col.Psephenidae,C10,2
1,DSC_0041.JPG,75.996,48.711,115,0.206,Dip.ChironomidaeL,C10,2
2,DSC_0041.JPG,78.334,53,129.234,0.231,Dip.ChironomidaeL,C10,2
3,DSC_0041.JPG,108.668,46.023,142.978,0.189,Dip.ChironomidaeL,C10,2
4,DSC_0041.JPG,98.534,72.466,144.466,0.123,Dip.ChironomidaeL,C10,2
5,DSC_0041.JPG,106.8,69.507,195.238,0.324,Dip.ChironomidaeL,C10,2
6,DSC_0041.JPG,89.234,53.368,141.667,0.237,Dip.ChironomidaeL,C10,2
7,DSC_0041.JPG,85.712,69.732,99.95,0.223,Dip.ChironomidaeL,C10,2
8,DSC_0041.JPG,97.48,58.494,227.743,0.508,Dip.ChironomidaeL,C10,2
9,DSC_0041.JPG,99.542,63.107,140.155,0.157,Dip.ChironomidaeL,C10,2
10,DSC_0041.JPG,115.345,83.193,148.151,0.125,Dip.ChironomidaeL,C10,2
11,DSC_0041.JPG,114.807,70.865,199.958,0.278,Dip.ChironomidaeL,C10,2
12,DSC_0041.JPG,84.957,55.093,210.428,0.34,Dip.ChironomidaeL,C10,2
13,DSC_0041.JPG,58.047,28.767,135.872,0.411,Col.ElmL,C10,2
1,DSC_0043.JPG,86.261,18.38,255,0.63,Eph.Heptageniidae,C10,3
2,DSC_0043.JPG,48.016,18.388,99.757,0.868,Eph.Heptageniidae,C10,3
3,DSC_0043.JPG,87.26,55.676,185.111,0.536,Eph.Heptageniidae,C10,3
4,DSC_0043.JPG,64.523,38.031,143.118,0.193,Eph.Heptageniidae,C10,3
5,DSC_0043.JPG,74.223,44.406,101.026,0.168,Eph.Heptageniidae,C10,3
6,DSC_0043.JPG,83.926,38.539,122.945,0.135,Eph.Heptageniidae,C10,3
7,DSC_0043.JPG,54.157,32.522,96.787,0.399,Eph.Heptageniidae,C10,3
8,DSC_0043.JPG,70.87,35.45,92.643,0.192,Eph.Heptageniidae,C10,3
9,DSC_0043.JPG,89.549,46.347,139.667,0.241,Eph.Heptageniidae,C10,3
10,DSC_0043.JPG,79.651,41.521,105.433,0.221,Eph.Heptageniidae,C10,3
11,DSC_0043.JPG,57.499,15.592,99.863,0.25,Eph.Heptageniidae,C10,3
12,DSC_0043.JPG,43.164,19.296,125.556,0.435,Eph.Heptageniidae,C10,3
13,DSC_0043.JPG,70.849,44.067,158.114,0.26,Eph.Heptageniidae,C10,3
14,DSC_0043.JPG,90.014,56.333,134.094,0.157,Eph.Heptageniidae,C10,3
15,DSC_0043.JPG,92.305,38.425,151.257,0.196,Eph.Heptageniidae,C10,3
16,DSC_0043.JPG,65.353,31.239,129.353,0.229,Eph.Heptageniidae,C10,3
17,DSC_0043.JPG,61.347,47.333,92.333,0.096,Eph.Heptageniidae,C10,3
18,DSC_0043.JPG,82.853,56.359,154,0.123,Eph.Heptageniidae,C10,3
19,DSC_0043.JPG,90.138,48.579,123.487,0.262,Eph.Trcorythidae,C10,3
20,DSC_0043.JPG,84.439,60.778,113.287,0.25,Eph.Trcorythidae,C10,3
1,DSC_0043.JPG,80.892,51.696,111.33,0.309,Dip.ChironomidaeL,C10,3
2,DSC_0043.JPG,82.157,50.484,142.333,0.376,Dip.ChironomidaeL,C10,3
3,DSC_0043.JPG,73.288,51.693,115.109,0.303,Dip.ChironomidaeL,C10,3
4,DSC_0043.JPG,64.6,30.67,103,0.196,Dip.ChironomidaeL,C10,3
5,DSC_0043.JPG,83.462,69.989,114.074,0.291,Dip.ChironomidaeL,C10,3
6,DSC_0043.JPG,81.081,42.737,144.786,0.254,Dip.ChironomidaeL,C10,3
7,DSC_0043.JPG,60.15,33.35,78.336,0.348,Dip.ChironomidaeP,C10,3
8,DSC_0043.JPG,81.674,31.582,146.5,0.234,Dip.ChironomidaeP,C10,3
1,DSC_0043.JPG,56.335,34.771,254.944,0.526,Hirudinea.leach,C10,3
2,DSC_0043.JPG,45.282,25.61,99.631,1.025,Od.Damselflies,C10,3
3,DSC_0043.JPG,38.747,12.316,62.233,1.765,Od.Dragonflies,C10,3
4,DSC_0043.JPG,53.88,17.529,145.395,0.445,Col.Psephenidae,C10,3
5,DSC_0043.JPG,96.638,65.376,151.306,0.275,Col.ElmL,C10,3
6,DSC_0043.JPG,20.549,10.907,121.333,0.227,Col.ElmA,C10,3
1,DSC_0043.JPG,81.766,36.048,251.424,0.252,MysteryTricoptera,C10,3
2,DSC_0043.JPG,82.604,46.284,215.463,0.619,Tri.Polycentropidae,C10,3
1,DSC_0045.JPG,60.495,29.434,252.905,0.535,Eph.Heptageniidae,C10,4
2,DSC_0045.JPG,89.98,40.604,254.996,0.301,Eph.Heptageniidae,C10,4
3,DSC_0045.JPG,48.081,22.172,92.333,0.283,Eph.Heptageniidae,C10,4
4,DSC_0045.JPG,73.187,39.333,112,0.281,Eph.Heptageniidae,C10,4
5,DSC_0045.JPG,38.47,14.903,132.333,0.811,Eph.Heptageniidae,C10,4
6,DSC_0045.JPG,71.162,35.499,125,0.166,Eph.Heptageniidae,C10,4
7,DSC_0045.JPG,45.75,29.845,153.413,0.259,Eph.Heptageniidae,C10,4
8,DSC_0045.JPG,34.913,12.992,137.896,0.287,Eph.Heptageniidae,C10,4
9,DSC_0045.JPG,72.386,44.659,109.441,0.139,Eph.HeptB,C10,4
1,DSC_0045.JPG,83.47,52.183,247.398,0.65,Dip.ChironomidaeL,C10,4
2,DSC_0045.JPG,83.554,52.111,164.285,0.357,Dip.ChironomidaeL,C10,4
3,DSC_0045.JPG,88.792,48.934,152.869,0.27,Dip.ChironomidaeL,C10,4
4,DSC_0045.JPG,79.827,56,130.759,0.388,Dip.ChironomidaeL,C10,4
5,DSC_0045.JPG,100.944,43.011,186.087,0.447,Dip.ChironomidaeL,C10,4
6,DSC_0045.JPG,92.81,50.556,254.317,0.546,Dip.ChironomidaeL,C10,4
7,DSC_0045.JPG,99.842,55.333,139.956,0.135,Dip.ChironomidaeP,C10,4
1,DSC_0045.JPG,34.715,11.134,225.41,1.052,Od.Dragonflies,C10,4
2,DSC_0045.JPG,40.233,30,49.305,0.394,Od.Damselflies,C10,4
3,DSC_0045.JPG,31.498,17.199,63.53,0.879,Od.Damselflies,C10,4
1,DSC_0047.JPG,86.996,47.108,124.823,0.479,Tri.Polycentropidae,B05,1
2,DSC_0047.JPG,52.306,30.151,251.713,0.592,Tri.Polycentropidae,B05,1
3,DSC_0047.JPG,74.853,35.366,254.982,0.339,Dip.ChironomidaeP,B05,1
4,DSC_0047.JPG,61.31,37.762,125.314,0.405,Dip.ChironomidaeP,B05,1
1,DSC_0047.JPG,63.984,45.434,80.667,0.2,Eph.Heptageniidae,B05,1
2,DSC_0047.JPG,60.991,24.758,145.737,0.162,Eph.Heptageniidae,B05,1
3,DSC_0047.JPG,53.38,29.172,132.356,0.219,Eph.Heptageniidae,B05,1
4,DSC_0047.JPG,61.542,36.064,116.667,0.299,Eph.Heptageniidae,B05,1
5,DSC_0047.JPG,50.876,30.058,112.77,0.189,Eph.Heptageniidae,B05,1
6,DSC_0047.JPG,61.481,27.458,115.153,0.204,Eph.Heptageniidae,B05,1
7,DSC_0047.JPG,53.651,26.177,84.691,0.236,Eph.Heptageniidae,B05,1
8,DSC_0047.JPG,55.779,36.256,78.751,0.264,Eph.Heptageniidae,B05,1
9,DSC_0047.JPG,42.09,24.825,66.772,0.199,Eph.Heptageniidae,B05,1
10,DSC_0047.JPG,42.236,19.496,91.753,0.541,Eph.Heptageniidae,B05,1
11,DSC_0047.JPG,81.435,46,122.978,0.161,Eph.Heptageniidae,B05,1
12,DSC_0047.JPG,75.518,39.038,117.399,0.223,Eph.Heptageniidae,B05,1
13,DSC_0047.JPG,50.825,36.34,94.42,0.19,Eph.Heptageniidae,B05,1
14,DSC_0047.JPG,76.501,39.554,254.836,0.383,Eph.Heptageniidae,B05,1
15,DSC_0047.JPG,41.275,21.636,108,0.321,Eph.Heptageniidae,B05,1
16,DSC_0047.JPG,56.476,26.166,134.418,0.217,Eph.Heptageniidae,B05,1
17,DSC_0047.JPG,50.088,22.736,80.573,0.31,Eph.Heptageniidae,B05,1
18,DSC_0047.JPG,68.297,21.475,131.269,0.631,Eph.Heptageniidae,B05,1
19,DSC_0047.JPG,29.635,11.667,50.903,0.359,Eph.Heptageniidae,B05,1
20,DSC_0047.JPG,39.306,21.667,101.972,0.907,Od.Damselflies,B05,1
21,DSC_0047.JPG,37.801,21.501,74.087,0.344,Od.Damselflies,B05,1
22,DSC_0047.JPG,44.56,21.328,130.333,0.912,Od.Damselflies,B05,1
1,DSC_0047.JPG,70.059,42.791,97.398,0.166,Eph.Trcorythidae,B05,1
2,DSC_0047.JPG,29.981,16,68.333,0.441,Eph.Trcorythidae,B05,1
1,DSC_0047.JPG,39.672,30.346,131.533,1.658,Oligochaeta.misc,B05,1
2,DSC_0047.JPG,24.986,16.389,160.64,0.899,Oligochaeta.misc,B05,1
3,DSC_0047.JPG,55.561,32.387,105.071,0.766,Dip.ChironomidaeL,B05,1
4,DSC_0047.JPG,69.251,43.746,85.885,0.471,Dip.ChironomidaeL,B05,1
5,DSC_0047.JPG,104.944,38.971,146.749,0.201,Dip.ChironomidaeL,B05,1
6,DSC_0047.JPG,70.404,53.474,121.686,0.272,Dip.ChironomidaeL,B05,1
7,DSC_0047.JPG,80.225,42.533,245.904,0.612,Dip.ChironomidaeL,B05,1
8,DSC_0047.JPG,112.479,64,172.344,0.199,Dip.ChironomidaeL,B05,1
